material_name,description,unit_price,unit,region,vendor,vat_rate,quality_score,updated_at,source
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.39,€/kg,Belgium,PointP,20,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,13.65,€/m²,Auvergne-Rhône-Alpes,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,15.65,€/unit,Auvergne-Rhône-Alpes,Brico Dépôt,20,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.73,€/kg,Belgium,Leroy Merlin,,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,30.52,€/m²,Occitanie,DonizoSim,20,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",39.87,€/m²,PACA,Leroy Merlin,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.13,€/kg,Île-de-France,Leroy Merlin,,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,29.16,€/m²,Auvergne-Rhône-Alpes,Brico,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,24.45,€/m²,Île-de-France,PointP,20,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",1.62,€/kg,PACA,Brico Dépôt,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",38.95,€/m²,Auvergne-Rhône-Alpes,Brico,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,35.06,€/m²,Occitanie,Brico Dépôt,10,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",39.73,€/m²,Île-de-France,Brico Dépôt,,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.9,€/kg,Île-de-France,Castorama,20,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,1.99,€/kg,Auvergne-Rhône-Alpes,Brico Dépôt,,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,3.09,€/kg,Île-de-France,Brico Dépôt,,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,37.1,€/m²,Occitanie,DonizoSim,10,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",22.88,€/unit,Auvergne-Rhône-Alpes,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",13.21,€/liter,Île-de-France,PointP,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,22.68,€/unit,Belgium,Castorama,,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,13.03,€/liter,Occitanie,Castorama,10,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,3.83,€/unit,Île-de-France,PointP,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",11.29,€/liter,Belgium,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,3.02,€/unit,PACA,PointP,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,1.98,€/kg,Île-de-France,PointP,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.61,€/kg,PACA,DonizoSim,20,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,8.28,€/unit,Île-de-France,DonizoSim,20,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,10.44,€/liter,PACA,PointP,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.22,€/kg,Île-de-France,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",44.53,€/m²,PACA,Castorama,10,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.93,€/kg,Occitanie,Brico,20,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,22.6,€/unit,PACA,Leroy Merlin,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,1.97,€/kg,Occitanie,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",9.73,€/liter,PACA,Brico,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",11.19,€/liter,Auvergne-Rhône-Alpes,Brico,20,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,5.37,€/liter,Occitanie,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",1.78,€/kg,Occitanie,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,13.15,€/m²,Auvergne-Rhône-Alpes,Castorama,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,4.32,€/unit,Île-de-France,PointP,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,10.52,€/liter,Belgium,Brico Dépôt,20,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.79,€/kg,Belgium,Brico,,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,14.75,€/m²,Belgium,Leroy Merlin,,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",27.34,€/m²,PACA,Leroy Merlin,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,20.31,€/unit,Île-de-France,Castorama,20,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,1.88,€/kg,Occitanie,Brico,10,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,1.89,€/kg,Auvergne-Rhône-Alpes,PointP,,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,5.17,€/unit,Occitanie,Brico,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",13.57,€/unit,Île-de-France,Brico Dépôt,20,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,12.49,€/unit,PACA,PointP,,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,1.81,€/kg,Auvergne-Rhône-Alpes,Castorama,10,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.92,€/kg,Auvergne-Rhône-Alpes,Leroy Merlin,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",11.92,€/liter,Occitanie,Castorama,20,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,5.46,€/unit,Occitanie,Brico Dépôt,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,10.09,€/liter,PACA,Brico Dépôt,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.95,€/unit,Occitanie,Leroy Merlin,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,4.76,€/unit,Belgium,PointP,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,21.41,€/unit,Occitanie,Castorama,,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,3.06,€/kg,Occitanie,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,44.27,€/m²,Île-de-France,Brico Dépôt,20,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",5.8,€/liter,Occitanie,PointP,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",38.73,€/m²,Auvergne-Rhône-Alpes,DonizoSim,,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,11.16,€/liter,Belgium,DonizoSim,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",14.78,€/liter,PACA,Brico,10,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",22.5,€/unit,Belgium,Brico Dépôt,20,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,4.96,€/unit,Occitanie,PointP,,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,9.69,€/liter,Île-de-France,DonizoSim,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,22.4,€/unit,Belgium,Brico Dépôt,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",17.85,€/m²,Auvergne-Rhône-Alpes,Brico,20,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,1.84,€/kg,Île-de-France,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,3.33,€/kg,Île-de-France,PointP,10,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.76,€/kg,PACA,Brico Dépôt,20,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,18.46,€/unit,Île-de-France,Brico,20,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.44,€/kg,PACA,DonizoSim,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,15.73,€/unit,Belgium,Castorama,20,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,10.04,€/liter,Île-de-France,Brico,10,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.89,€/kg,Île-de-France,PointP,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,14.6,€/unit,Occitanie,Castorama,,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",14.28,€/unit,Auvergne-Rhône-Alpes,Brico,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",25.24,€/m²,Île-de-France,Brico Dépôt,20,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",23.06,€/unit,Occitanie,DonizoSim,,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,6.57,€/liter,PACA,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,4.28,€/unit,Île-de-France,PointP,20,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.62,€/kg,Belgium,PointP,,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,9.91,€/liter,Occitanie,Leroy Merlin,,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",11.59,€/liter,Occitanie,Brico Dépôt,20,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,13.7,€/liter,PACA,PointP,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",8.37,€/liter,Occitanie,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
